Real,Calculado,ARI
0,0,0.4728677045753165
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,1,
1,0,
1,1,
1,1,
1,0,
1,0,
1,1,
1,0,
1,1,
1,1,
1,0,
1,1,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
1,0,
1,1,
1,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,1,
1,1,
1,1,
1,0,
1,0,
1,1,
1,1,
1,0,
